Construction Type,New Construction,Elevator,Floors In The Building,Floor Area,Number Of Rooms,Number Of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Children Are Welcome,Pets Allowed,Utility Payments,Duration,Date (Year),Date (Month),Date (Day),Amenities (Status),Appliances (Status),Parking (Status),Price (Usd/Month),Address (Street Types),Address (City/Town)
Monolith,Yes,Yes,17.0,82.0,2.0,1.0,3.0,14.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1500.0,Marshal Baghramyan Avenue,Yerevan
Monolith,Yes,Yes,16.0,65.0,2.0,1.0,3.0,11.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Not Specified,Yerevan
Panels,Yes,Yes,12.0,70.0,3.0,1.0,2.0,8.0,Closed Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Mamikonyants Street,Yerevan
Panels,No,Yes,13.0,62.0,2.0,1.0,2.0,11.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1170.0,Not Specified,Yerevan
Panels,No,Yes,9.0,56.0,2.0,1.0,2.0,7.0,Closed Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1200.0,Aghbyur Serob Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,3.0,Open Balcony,Not Specified,Designer Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Abelyan Street,Yerevan
Panels,No,Yes,9.0,48.0,2.0,1.0,2.0,5.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,539.5,Pushkin Street,Yerevan
Panels,No,Yes,11.0,64.0,2.0,1.0,2.0,9.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1200.0,Amiryan Street,Yerevan
Panels,No,Yes,9.0,78.0,2.0,1.0,3.0,5.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,2.0,Daily,2023,1,7,Yes,Yes,Yes,780.0,Margaryan Street,Yerevan
Panels,No,Yes,9.0,55.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Cosmetic Renovation,1.0,0.0,1.0,Monthly,2023,1,7,Yes,Yes,Not Specified,39.0,Kentronakan Street,Yerevan
Monolith,Yes,Yes,11.0,70.0,2.0,1.0,2.0,11.0,Not Specified,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,756.0,Amiryan Street,Yerevan
Panels,No,Yes,15.0,80.0,3.0,1.0,2.0,12.0,Closed Balcony,Not Specified,Old Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Yes,312.0,Zoravar Andranik Street,Yerevan
Monolith,Yes,Yes,17.0,60.0,2.0,1.0,3.0,7.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1300.0,Not Specified,Yerevan
Monolith,Yes,Yes,16.0,65.0,2.0,1.0,2.0,13.0,Open Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1820.0,Leo Street,Yerevan
Monolith,Yes,Yes,15.0,40.0,2.0,1.0,3.0,15.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,469.5,Argishti Street,Yerevan
Stone,Yes,No,5.0,28.0,2.0,1.0,2.0,3.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,338.0,Not Specified,Yerevan
Stone,No,Yes,9.0,48.0,2.0,1.0,2.0,2.0,Closed Balcony,Not Specified,Euro Renovation,2.0,2.0,1.0,Daily,2023,1,7,Not Specified,Yes,Yes,669.5,Arabkir Street,Yerevan
Stone,Yes,No,7.0,45.0,2.0,1.0,2.0,4.0,Multiple Balconies,Not Specified,Euro Renovation,1.0,1.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,39.0,Davtashen Street,Yerevan
Stone,No,No,5.0,60.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1105.0,Moskovyan Street,Yerevan
Stone,No,No,5.0,75.0,2.0,1.0,3.0,4.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1035.0,Tumanyan Street,Yerevan
Stone,Yes,Yes,8.0,70.0,3.0,1.0,2.0,2.0,Multiple Balconies,Not Specified,Euro Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1170.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,No,5.0,55.0,2.0,1.0,3.0,4.0,Closed Balcony,Not Specified,Euro Renovation,1.0,0.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Bagratunyats Avenue,Yerevan
Stone,No,Yes,7.0,120.0,4.0,2.0,2.0,7.0,Closed Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Komitas Avenue,Yerevan
Panels,No,Yes,10.0,50.0,2.0,1.0,3.0,7.0,Not Specified,Not Specified,Designer Renovation,1.0,1.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Saryan Street,Yerevan
Panels,No,Yes,10.0,50.0,2.0,1.0,3.0,7.0,Not Specified,Not Specified,Designer Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,950.0,Saryan Street,Yerevan
Panels,No,No,5.0,40.0,2.0,1.0,2.0,2.0,Not Specified,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,572.0,Not Specified,Yerevan
Monolith,Yes,Yes,14.0,104.0,4.0,1.0,3.0,8.0,Multiple Balconies,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,2080.0,Argishti Street,Yerevan
Stone,No,No,5.0,64.0,1.0,1.0,2.0,3.0,Open Balcony,Not Specified,Old Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,520.0,Gyulbenkyan Street,Yerevan
Panels,No,No,5.0,60.0,2.0,1.0,2.0,5.0,Closed Balcony,Not Specified,Partial Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Nansen Street,Yerevan
Monolith,Yes,Yes,17.0,50.0,2.0,1.0,3.0,12.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,676.0,Byuzand Street,Yerevan
Panels,No,Yes,10.0,98.0,3.0,1.0,2.0,5.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,728.0,Garegin Nzhdeh Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,442.0,Moldovakan Street,Yerevan
Monolith,Yes,Yes,6.0,65.0,2.0,1.0,3.0,4.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,910.0,Yerznkian Street,Yerevan
Monolith,Yes,Yes,14.0,70.0,2.0,1.0,3.0,11.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1200.0,Not Specified,Yerevan
Stone,No,No,5.0,45.0,2.0,1.0,3.0,3.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,845.0,Moskovyan Street,Yerevan
Panels,No,Yes,10.0,45.0,2.0,1.0,2.0,5.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,910.0,Khorenatsi Street,Yerevan
Monolith,Yes,Yes,12.0,110.0,2.0,1.0,3.0,4.0,Open Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Yes,1560.0,Tsitsernakaberd Highway,Yerevan
Stone,No,No,5.0,45.0,2.0,1.0,2.0,2.0,Closed Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,910.0,Aram Khachatryan Street,Yerevan
Stone,No,Yes,9.0,18.0,1.0,1.0,2.0,7.0,Not Specified,Not Specified,Partial Renovation,0.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,234.0,Nor Nork,Yerevan
Monolith,Yes,Yes,12.0,61.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Euro Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1040.0,Norashen District,Yerevan
Panels,Yes,Yes,9.0,50.0,2.0,1.0,2.0,5.0,Closed Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Not Specified,Yes,780.0,Not Specified,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,715.0,Sayat Nova Avenue,Yerevan
Panels,No,Yes,9.0,76.0,3.0,1.0,2.0,8.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,650.0,Not Specified,Yerevan
Panels,No,Yes,9.0,70.0,2.0,1.0,2.0,5.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,955.0,Mesrop Mashtots Avenue,Yerevan
Monolith,Yes,Yes,14.0,150.0,4.0,2.0,3.0,4.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,2000.0,Tigran Petrosyan Street,Yerevan
Stone,No,Yes,5.0,35.0,1.0,1.0,2.0,2.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Yes,Yes,650.0,Vagharsh Vagharshyan Street,Yerevan
Stone,No,No,4.0,60.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,1125.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,9.0,60.0,2.0,1.0,2.0,7.0,Open Balcony,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,1125.0,Amiryan Street,Yerevan
Panels,Yes,Yes,9.0,55.0,2.0,1.0,2.0,5.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,845.0,Tumanyan Street,Yerevan
Stone,No,No,6.0,100.0,4.0,1.0,3.0,4.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,910.0,Halabyan Street,Yerevan
Stone,Yes,Yes,6.0,50.0,2.0,2.0,3.0,2.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1300.0,Forest Street,Yerevan
Stone,No,No,5.0,46.0,2.0,1.0,2.0,1.0,Not Specified,Not Specified,Cosmetic Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,390.0,Moldovakan Street,Yerevan
Monolith,Yes,Yes,14.0,65.0,2.0,1.0,2.0,8.0,Not Specified,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,1025.0,Amiryan Street,Yerevan
Panels,No,Yes,9.0,50.0,1.0,1.0,2.0,5.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,845.0,Saryan Street,Yerevan
Stone,No,Yes,16.0,46.0,2.0,1.0,2.0,6.0,Closed Balcony,Not Specified,Partial Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,468.0,Lvovyan Street,Yerevan
Bricks,No,No,5.0,33.0,1.0,1.0,2.0,3.0,Closed Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,429.0,Nelson Stepanyan Street,Yerevan
Stone,No,No,4.0,35.0,2.0,1.0,2.0,1.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,442.0,Not Specified,Yerevan
Stone,No,Yes,5.0,60.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1250.0,Sayat Nova Avenue,Yerevan
Stone,No,No,4.0,42.0,2.0,1.0,3.0,1.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,1050.0,Byron Street,Yerevan
Stone,No,No,5.0,85.0,3.0,1.0,2.0,1.0,Closed Balcony,Not Specified,Old Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,468.0,Not Specified,Yerevan
Monolith,Yes,Yes,18.0,70.0,3.0,1.0,3.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1400.0,Sasna Tsrer Street,Yerevan
Panels,No,Yes,9.0,79.0,3.0,1.0,3.0,8.0,Closed Balcony,Not Specified,Old Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,520.0,Not Specified,Yerevan
Panels,No,Yes,9.0,76.0,3.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,832.0,Rubiniants Street,Yerevan
Monolith,Yes,Yes,8.0,47.0,2.0,1.0,3.0,7.0,Not Specified,Not Specified,Euro Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1144.0,Nikoghayos Adonts Street,Yerevan
Stone,Yes,No,2.0,100.0,3.0,1.0,3.0,1.0,Not Specified,Not Specified,Euro Renovation,1.0,2.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,468.0,Not Specified,Yerevan
Panels,No,Yes,10.0,46.0,1.0,1.0,2.0,8.0,Open Balcony,Not Specified,Cosmetic Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,962.0,Vahan Teryan Street,Yerevan
Panels,No,Yes,13.0,55.0,2.0,1.0,2.0,6.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,931.0,Not Specified,Yerevan
Stone,No,No,5.0,60.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,620.0,Moskovyan Street,Yerevan
Panels,No,Yes,15.0,60.0,2.0,1.0,2.0,1.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,645.0,Kentronakan Street,Yerevan
Stone,No,No,4.0,34.0,1.0,1.0,3.0,4.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Kentronakan Street,Yerevan
Stone,No,No,6.0,48.0,2.0,1.0,3.0,2.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,711.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,5.0,46.0,2.0,1.0,3.0,4.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,711.0,Vahan Teryan Street,Yerevan
Panels,No,Yes,9.0,81.0,3.0,1.0,2.0,1.0,Closed Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Mantashyan Street,Yerevan
Panels,No,Yes,9.0,46.0,1.0,1.0,2.0,4.0,Not Specified,Not Specified,Cosmetic Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Not Specified,572.0,Azatutyan Avenue,Yerevan
Stone,No,No,5.0,80.0,3.0,1.0,3.0,4.0,Multiple Balconies,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,2000.0,Mesrop Mashtots Avenue,Yerevan
Stone,No,No,5.0,60.0,2.0,1.0,2.0,2.0,Multiple Balconies,Partial Furniture,No Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Not Specified,390.0,Davtashen Street,Yerevan
Panels,No,No,5.0,80.0,3.0,1.0,2.0,2.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Yes,Yes,650.0,Kanakerzeytun,Yerevan
Stone,No,No,5.0,80.0,3.0,1.0,2.0,1.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Not Specified,Yerevan
Stone,No,No,3.0,75.0,3.0,1.0,2.0,3.0,Closed Balcony,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,780.0,Artsakh Avenue,Yerevan
Stone,No,No,5.0,110.0,4.0,2.0,3.0,4.0,Open Balcony,Not Specified,Major Renovation,1.0,1.0,2.0,Monthly,2023,1,7,Yes,Yes,Not Specified,2080.0,Not Specified,Yerevan
Panels,No,No,4.0,64.0,2.0,1.0,2.0,2.0,Open Balcony,Not Specified,Euro Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,676.0,Luxemburg Street,Yerevan
Monolith,Yes,Yes,9.0,45.0,1.0,1.0,2.0,8.0,Not Specified,Partial Furniture,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Not Specified,Yes,Yes,468.0,Titogradyan Street,Yerevan
Stone,No,No,4.0,130.0,5.0,2.0,3.0,4.0,Open Balcony,Not Specified,Designer Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Yes,1500.0,Hanrapetutyan Street,Yerevan
Stone,No,Yes,12.0,80.0,3.0,2.0,3.0,8.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1500.0,Sayat Nova Avenue,Yerevan
Monolith,Yes,Yes,14.0,45.0,2.0,1.0,2.0,4.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,934.0,Aram Street,Yerevan
Stone,Yes,Yes,9.0,60.0,2.0,1.0,2.0,5.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Yes,Yes,1100.0,Sevkaretsi Sako Street,Yerevan
Panels,No,Yes,10.0,70.0,3.0,1.0,2.0,6.0,Open Balcony,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Kentronakan Street,Yerevan
Monolith,No,Yes,9.0,42.0,2.0,1.0,3.0,6.0,Closed Balcony,Not Specified,Euro Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1560.0,Pushkin Street,Yerevan
Panels,No,Yes,9.0,85.0,3.0,1.0,2.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1200.0,Karapet Ulnetsi Street,Yerevan
Monolith,Yes,Yes,13.0,70.0,2.0,1.0,3.0,10.0,Open Balcony,Not Specified,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1500.0,Mesrop Mashtots Avenue,Yerevan
Stone,No,Yes,5.0,115.0,3.0,2.0,2.0,5.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Not Specified,Yes,1500.0,Khanjyan Street,Yerevan
Stone,No,Yes,12.0,78.0,3.0,1.0,2.0,8.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1092.0,Gyulbenkyan Street,Yerevan
Panels,No,Yes,9.0,50.0,2.0,1.0,2.0,2.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,840.0,Amiryan Street,Yerevan
Stone,No,No,5.0,75.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1164.0,Kentronakan Street,Yerevan
Panels,No,Yes,5.0,140.0,3.0,2.0,3.0,3.0,Multiple Balconies,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Not Specified,Not Specified,1600.0,Tumanyan Street,Yerevan
Stone,Yes,No,1.0,35.0,2.0,2.0,2.0,1.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,390.0,Khaghag Don Street,Yerevan
Panels,No,Yes,9.0,42.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,572.0,Hovhannes Shiraz Street,Yerevan
Stone,No,No,5.0,41.0,2.0,2.0,2.0,1.0,Not Specified,Not Specified,Cosmetic Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,442.0,Margaryan Street,Yerevan
Stone,No,No,5.0,30.0,1.0,1.0,2.0,4.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Leningradyan Street,Yerevan
Monolith,No,No,5.0,43.0,2.0,1.0,2.0,4.0,Closed Balcony,Partial Furniture,Cosmetic Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Not Specified,Yerevan
Monolith,Yes,Yes,14.0,110.0,3.0,2.0,3.0,5.0,Open Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1430.0,Not Specified,Yerevan
Stone,No,No,5.0,45.0,2.0,1.0,2.0,2.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,559.0,Arshakunyats Avenue,Yerevan
Stone,No,No,5.0,80.0,3.0,2.0,2.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1800.0,Mesrop Mashtots Avenue,Yerevan
Stone,No,No,5.0,45.0,1.0,1.0,3.0,2.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,468.0,Komitas Avenue,Yerevan
Stone,No,No,5.0,65.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1375.0,Paronyan Street,Yerevan
Monolith,Yes,Yes,14.0,70.0,2.0,1.0,2.0,8.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1745.0,Nalbandyan Street,Yerevan
Stone,No,No,5.0,50.0,1.0,1.0,2.0,4.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,754.0,Grigor Lusavorich Street,Yerevan
Panels,No,Yes,9.0,50.0,2.0,1.0,2.0,8.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,754.0,Yeznik Koghbatsi Street,Yerevan
Panels,No,Yes,12.0,50.0,2.0,1.0,2.0,11.0,Open Balcony,Not Specified,Designer Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,995.0,Agatangeghos Street,Yerevan
Stone,No,No,5.0,30.0,1.0,1.0,2.0,1.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,715.0,Taronts Street,Yerevan
Monolith,No,Yes,13.0,74.0,2.0,1.0,2.0,7.0,Closed Balcony,Not Specified,Designer Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1745.0,Kentronakan Street,Yerevan
Stone,No,Yes,7.0,50.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Avet Avetisyan Street,Yerevan
Stone,No,No,5.0,55.0,2.0,1.0,2.0,3.0,Open Balcony,Not Specified,Euro Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,950.0,Arabkir Street,Yerevan
Stone,No,Yes,4.0,70.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,709.0,Aleksandr Tamanyan Street,Yerevan
Monolith,Yes,Yes,13.0,50.0,2.0,1.0,2.0,12.0,Not Specified,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1095.0,Chekhov Street,Yerevan
Panels,No,Yes,9.0,55.0,2.0,1.0,2.0,7.0,Not Specified,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1050.0,Saryan Street,Yerevan
Stone,No,Yes,5.0,53.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1150.0,Not Specified,Yerevan
Stone,No,No,5.0,45.0,1.0,1.0,2.0,3.0,Closed Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,520.0,Not Specified,Yerevan
Panels,No,Yes,9.0,60.0,2.0,1.0,2.0,4.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1050.0,Yeznik Koghbaci Street,Yerevan
Monolith,Yes,Yes,15.0,40.0,2.0,1.0,3.0,12.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Argishti Street,Yerevan
Stone,No,No,5.0,47.0,2.0,1.0,3.0,2.0,Multiple Balconies,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1040.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,12.0,50.0,2.0,1.0,3.0,2.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1000.0,Vahram Papazyan Street,Yerevan
Monolith,Yes,Yes,12.0,73.0,2.0,1.0,3.0,2.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1300.0,Bagratunyats Avenue,Yerevan
Stone,No,No,5.0,65.0,2.0,1.0,3.0,2.0,Open Balcony,Not Specified,Cosmetic Renovation,0.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,416.0,Not Specified,Yerevan
